WZ_CD,Emp_2011,Empl_SIC_A,Empl_SIC_B,Empl_SIC_C,Empl_SIC_D,Empl_SIC_E,Empl_SIC_F,Empl_SIC_G,Empl_SIC_H,Empl_SIC_I,Empl_SIC_J,Empl_SIC_K,Empl_SIC_L,Empl_SIC_M,Empl_SIC_N,Empl_SIC_O,Empl_SIC_P,Empl_SIC_Q,Empl_SIC_RS,Empl_SIC_T,Empl_SIC_U
E33032470,595,1,0,9,1,3,79,158,63,99,15,19,5,26,38,2,20,10,47,0,0
E33032471,5475,1,0,76,3,11,172,4207,74,287,77,45,21,98,94,17,79,57,152,4,0
E33032472,518,0,0,4,0,4,29,181,8,11,7,1,13,8,13,5,191,13,29,1,0
E33032473,332,2,0,24,11,12,108,55,11,16,6,2,1,9,11,2,11,38,9,4,0
E33032474,395,0,0,9,1,0,87,41,18,25,18,9,12,42,35,5,15,45,31,1,1
E33032475,280,0,0,3,0,0,26,18,12,7,12,4,0,19,11,0,115,21,25,7,0
E33032476,345,0,0,11,0,1,73,22,11,18,20,13,14,37,41,6,13,37,23,5,0
E33032477,318,1,0,3,1,4,45,23,105,12,9,1,2,7,13,1,6,74,11,0,0
E33032478,416,2,0,3,1,1,49,94,19,30,14,9,7,21,28,7,19,38,65,9,0
E33032479,429,0,0,20,0,0,30,62,29,29,25,8,34,21,23,1,14,105,26,1,1
E33032480,311,0,0,13,0,0,29,49,4,25,12,19,18,27,21,0,19,36,30,9,0
E33032481,291,0,1,13,1,0,31,29,11,11,14,7,10,26,17,7,53,23,30,7,0
E33029094,259,0,0,51,1,23,29,32,73,8,3,0,0,4,11,4,7,2,11,0,0
E33029095,925,2,0,22,11,26,110,487,137,17,31,2,3,10,43,13,2,2,6,0,1
E33029096,231,0,0,67,0,0,16,36,3,6,4,4,0,4,2,7,47,23,12,0,0
E33029097,282,1,0,8,0,0,32,55,4,17,6,2,1,17,20,2,3,104,10,0,0
E33029098,494,0,0,6,0,0,6,18,4,17,24,7,3,11,14,153,223,2,6,0,0
E33029099,439,0,0,3,2,0,7,213,1,9,3,46,7,21,15,8,15,44,45,0,0
E33029100,238,0,0,0,1,1,16,26,22,16,40,3,4,6,5,39,5,37,17,0,0
E33029101,242,0,0,1,3,30,20,26,27,48,1,2,6,23,2,4,3,29,17,0,0
E33029102,902,0,0,13,714,14,28,38,7,11,16,4,0,3,25,4,2,15,8,0,0
E33029103,299,0,0,9,3,0,18,44,25,62,8,27,10,7,18,38,5,5,20,0,0
E33029104,266,0,0,1,7,1,4,54,2,47,3,20,6,52,18,5,6,24,16,0,0
E33029105,661,0,0,4,0,1,6,484,8,10,3,68,10,24,9,5,2,6,21,0,0
E33029106,263,0,0,6,1,0,9,34,2,111,42,4,0,6,4,10,1,0,33,0,0
E33029107,619,0,0,5,1,2,32,36,27,4,4,4,10,7,18,345,26,85,13,0,0
E33029108,1460,0,0,8,4,1,7,1106,12,85,7,82,4,21,60,26,3,21,13,0,0
E33029109,799,0,1,148,2,24,151,282,65,4,17,3,1,35,37,8,5,1,15,0,0
E33029110,252,0,0,5,0,1,14,68,23,37,1,3,0,16,8,4,3,43,26,0,0
E33029111,268,0,0,93,2,6,36,66,14,15,4,4,0,2,9,1,0,1,15,0,0
E33029112,720,1,0,7,0,1,16,370,16,125,11,11,1,21,38,4,9,46,42,1,0
E33029113,568,0,0,118,0,11,180,154,17,5,26,1,1,7,22,4,4,5,11,2,0
E33029114,536,0,0,4,0,1,7,357,12,10,23,3,3,3,13,2,10,52,35,1,0
E33029115,735,1,1,244,3,2,73,171,123,10,4,2,5,24,31,4,1,28,8,0,0
E33029116,405,0,0,3,0,1,36,24,31,10,0,11,4,87,135,26,32,2,3,0,0
E33029117,312,1,1,12,0,1,10,35,3,7,2,12,4,6,2,4,3,200,9,0,0
E33029118,661,0,0,486,0,2,57,52,18,10,3,4,2,2,11,2,2,8,2,0,0
E33029119,769,0,0,108,0,3,88,65,4,6,5,25,240,88,121,5,3,3,4,1,0
E33029120,811,0,0,74,3,10,52,202,15,12,100,4,114,107,47,14,6,7,44,0,0
E33029121,396,0,0,16,2,0,12,190,3,20,1,2,32,3,10,2,11,80,12,0,0
E33029122,223,0,0,6,1,1,12,64,0,26,1,36,2,4,14,4,1,20,31,0,0
E33029123,381,1,0,9,4,0,39,237,5,31,4,0,1,1,19,2,1,8,19,0,0
E33029124,288,0,0,4,0,2,15,64,183,2,0,2,1,4,6,1,1,0,3,0,0
E33029125,229,1,2,42,0,7,75,46,31,2,9,1,2,4,4,0,1,1,1,0,0
E33029126,638,2,0,77,0,13,68,224,136,10,36,4,6,4,19,30,1,3,5,0,0
E33029127,268,0,0,69,3,0,18,22,16,8,1,2,0,4,18,1,94,6,6,0,0
E33029128,693,6,18,227,2,2,181,86,77,7,11,9,0,12,20,5,6,15,9,0,0
E33029129,214,0,0,7,0,0,11,30,13,45,0,17,2,28,7,2,6,20,26,0,0
E33029130,366,0,0,5,0,2,19,68,5,43,1,33,10,7,4,5,63,62,39,0,0
E33029131,1847,1,0,7,1,13,10,20,11,53,7,11,4,9,46,25,21,1598,9,1,0
E33029132,311,0,0,40,0,11,41,151,24,4,0,1,1,8,23,2,0,4,1,0,0
E33029133,160,0,0,27,1,3,34,33,7,5,1,2,2,9,9,1,4,12,10,0,0
E33029134,260,0,0,29,0,14,108,20,18,4,0,3,1,10,44,2,1,2,3,1,0
E33029135,1060,0,0,16,0,0,56,12,9,10,28,119,10,26,73,670,11,9,10,1,0
E33029136,353,0,0,6,0,0,13,15,6,5,15,25,3,47,74,5,8,120,10,1,0
E33029137,266,0,0,0,0,0,10,33,10,70,0,61,9,21,3,0,1,10,38,0,0
E33029138,724,2,0,11,0,0,22,388,12,54,8,44,0,35,17,22,8,40,60,1,0
E33029139,297,0,0,9,0,1,28,79,17,12,3,3,19,3,74,2,5,14,26,1,1
E33029140,211,0,0,3,0,0,4,20,82,4,0,1,4,6,5,22,57,2,1,0,0
E33029141,338,0,0,39,0,2,52,43,152,3,8,5,2,12,12,3,3,0,2,0,0
E33029142,202,0,0,39,0,3,32,84,19,5,5,1,1,3,3,2,1,0,4,0,0
E33029143,486,0,0,3,0,9,28,9,7,11,19,6,14,20,47,4,284,20,5,0,0
E33029144,743,1,0,397,2,1,44,119,67,27,3,3,0,10,41,8,8,7,5,0,0
E33029145,461,0,0,70,1,2,23,311,17,3,3,1,1,3,11,3,0,7,5,0,0
E33031624,227,0,0,8,1,18,57,6,30,1,1,0,1,3,11,5,3,81,1,0,0
E33031625,421,0,0,8,0,0,6,199,19,29,0,11,2,22,20,7,9,58,31,0,0
E33032482,685,0,0,19,4,4,120,44,44,29,29,15,9,39,67,27,111,77,41,5,1
E33032483,420,1,0,9,2,169,55,28,8,9,3,7,0,10,17,15,32,32,22,0,1
E33032484,373,0,0,15,3,0,78,20,28,12,12,6,5,13,19,7,100,40,15,0,0
E33032485,349,0,1,6,2,0,30,25,15,6,4,5,4,10,15,44,27,132,23,0,0
E33032486,443,1,0,15,0,0,95,35,27,31,17,9,3,16,34,19,44,75,19,3,0
E33032487,345,0,0,24,2,3,107,19,12,18,17,7,3,9,13,5,55,30,20,1,0
E33032488,623,0,0,8,1,2,67,120,15,58,13,32,20,26,16,47,32,100,66,0,0
E33032489,433,1,0,32,1,1,80,83,39,32,12,6,6,19,25,7,24,37,27,1,0
E33032490,682,0,0,129,3,4,114,160,37,14,7,5,6,3,39,2,121,30,8,0,0
E33032491,549,0,0,8,0,2,15,321,14,47,8,5,0,9,16,38,10,37,19,0,0
E33032492,350,1,0,13,0,0,25,28,17,11,10,5,4,15,16,141,20,36,8,0,0
E33032493,441,1,0,14,0,2,38,15,16,17,11,6,2,3,14,10,238,36,18,0,0
E33032494,573,0,0,90,1,32,78,188,76,7,20,2,2,16,24,4,8,9,16,0,0
E33032495,262,1,0,10,2,0,38,46,16,18,5,1,56,8,24,6,5,22,3,1,0
E33032496,385,0,0,10,3,1,67,19,20,5,11,5,5,17,17,53,77,57,18,0,0
E33032497,333,0,0,4,0,3,41,20,13,9,6,6,2,6,13,4,184,12,10,0,0
E33032498,283,0,0,39,1,1,48,70,23,8,10,5,1,8,16,4,12,22,15,0,0
E33032499,291,0,0,7,1,2,28,11,9,2,5,5,5,11,6,5,46,142,5,0,1
E33032500,541,1,0,15,7,1,147,56,56,20,24,10,8,43,29,19,23,55,24,1,2
E33032501,486,0,0,11,2,5,118,28,22,12,21,10,2,18,42,9,132,32,20,1,1
E33032502,608,0,0,8,4,1,86,30,17,25,8,3,3,11,12,7,335,20,37,1,0
E33032503,512,2,3,204,2,1,75,51,21,20,6,7,0,9,20,4,65,7,13,2,0
E33032504,358,0,0,14,1,3,65,52,27,10,13,12,4,7,16,4,89,28,13,0,0
E33032505,540,0,0,19,1,0,74,124,10,71,6,40,15,41,25,6,9,36,62,1,0
E33032506,462,0,2,29,1,16,70,111,54,24,10,3,5,17,36,12,16,39,16,1,0
E33032507,628,0,0,19,1,10,67,35,29,14,7,2,3,15,26,41,156,169,32,1,1
E33032508,426,1,0,117,3,2,71,41,26,1,14,2,5,16,28,11,8,41,38,1,0
E33032509,528,1,2,94,0,76,75,53,110,11,7,10,1,12,33,3,20,11,9,0,0
E33032510,734,5,1,39,3,113,54,63,264,9,5,9,7,10,93,14,7,28,10,0,0
E33032511,416,1,0,16,1,0,129,30,20,9,18,6,5,18,23,8,81,38,12,1,0
E33032512,442,1,0,19,1,2,114,52,33,10,24,12,5,22,18,17,16,71,25,0,0
E33032513,377,0,0,5,3,0,101,30,21,6,14,9,6,15,6,12,106,34,9,0,0
E33032514,285,0,0,17,1,1,24,102,10,26,6,14,7,6,14,0,3,9,44,1,0
E33032515,379,0,1,16,1,5,96,41,26,8,13,5,3,15,26,3,19,83,17,1,0
E33032516,830,49,0,109,0,7,69,258,93,14,15,54,5,24,62,13,8,38,10,2,0
E33032517,345,0,1,15,1,3,62,25,24,18,10,8,5,11,32,5,14,68,43,0,0
E33032518,556,0,0,22,0,1,104,134,30,51,17,19,11,26,21,8,18,33,61,0,0
E33032519,389,0,0,20,1,0,105,32,25,9,23,12,7,26,18,6,67,20,16,2,0
E33032520,421,0,0,12,2,0,51,15,18,6,18,6,5,21,13,15,48,181,10,0,0
E33032521,420,1,0,17,5,2,109,47,36,19,21,8,4,17,23,6,44,37,21,3,0
E33032522,557,0,0,10,6,3,96,31,14,25,17,10,6,19,27,6,210,56,19,2,0
E33032523,431,0,0,24,3,4,75,101,11,19,10,6,5,8,19,6,10,103,26,1,0
E33032524,554,0,0,14,3,4,138,47,26,19,22,7,6,29,15,10,160,30,24,0,0
E33032525,583,0,0,19,3,1,126,100,40,49,33,12,8,26,7,5,21,57,75,1,0
E33032526,336,0,0,26,0,0,54,18,2,12,7,14,7,59,21,18,6,83,9,0,0
E33032527,274,0,0,11,0,0,60,11,10,9,12,5,2,16,16,5,13,94,10,0,0
E33032528,505,0,0,11,109,7,58,28,19,37,11,5,5,21,31,12,24,55,72,0,0
E33032529,419,0,0,11,0,1,28,55,16,29,42,7,2,10,8,14,81,86,29,0,0
E33032530,296,0,0,4,1,1,22,19,116,3,8,5,0,3,15,9,60,22,8,0,0
E33032531,308,0,0,4,1,0,54,25,11,23,7,2,4,12,11,2,78,58,14,2,0
E33032532,389,0,0,18,0,1,57,71,54,13,8,5,2,34,18,9,21,50,27,1,0
E33032533,409,0,0,16,1,2,90,50,39,20,25,24,8,24,33,7,11,43,16,0,0
E33032534,553,0,0,15,5,1,93,21,31,11,20,8,0,9,13,7,275,29,15,0,0
E33032535,314,0,0,12,3,1,69,39,21,13,12,14,9,9,16,6,19,51,19,1,0
E33032536,784,0,0,3,2,2,38,18,15,8,7,11,2,18,8,563,63,8,18,0,0
E33032537,362,0,0,14,2,0,64,14,25,14,17,6,4,17,15,7,114,35,14,0,0
E33032538,646,0,1,2,1,0,50,35,12,92,11,16,2,9,21,53,275,28,38,0,0
E33032539,478,0,0,4,0,0,20,16,232,6,9,7,1,1,5,44,3,120,10,0,0
E33032540,520,1,0,30,2,2,127,124,45,25,15,8,10,19,24,14,16,31,25,2,0
E33032541,632,0,0,14,2,0,119,53,43,52,17,11,3,22,25,15,187,40,26,2,1
E33032542,849,0,0,12,4,2,115,34,42,29,26,14,4,32,19,237,142,120,15,1,1
E33032543,690,1,0,19,2,34,104,256,45,31,27,10,10,22,23,6,14,25,60,1,0
E33032544,286,1,0,1,0,0,28,24,5,13,4,1,0,9,11,6,152,25,5,1,0
E33032545,537,0,0,24,12,1,114,44,33,30,13,6,3,15,22,7,130,43,39,1,0
E33032546,504,0,0,51,3,51,93,91,80,4,9,8,3,14,54,7,7,13,15,1,0
E33032547,543,1,1,11,3,0,78,42,20,69,17,36,3,34,12,8,71,29,108,0,0
E33032548,429,1,0,4,2,0,45,21,10,10,10,4,9,16,10,5,250,21,11,0,0
E33032549,276,0,0,12,0,0,43,100,13,7,11,4,0,10,9,3,48,11,3,2,0
E33032550,373,0,0,14,3,1,65,31,16,18,17,7,2,16,16,10,17,121,18,1,0
E33032551,518,0,1,33,9,0,161,42,49,16,26,19,2,41,34,11,22,25,26,1,0
E33032552,372,0,0,13,0,2,90,51,24,24,6,8,14,33,11,5,16,39,36,0,0
E33032553,552,0,0,11,4,2,105,26,26,16,12,7,1,13,30,10,237,38,12,2,0
E33032554,346,0,0,12,3,2,77,65,34,18,6,16,9,16,20,2,11,24,29,2,0
E33032555,490,0,0,34,1,2,81,135,31,38,21,8,3,15,32,7,26,11,44,0,1
E33032556,366,0,0,4,0,0,98,28,16,3,16,5,1,19,24,6,101,18,26,1,0
E33032557,395,0,0,16,6,2,78,73,27,7,13,10,5,12,17,13,69,37,10,0,0
E33032558,439,1,0,8,1,0,29,11,13,24,16,13,3,19,9,3,259,14,16,0,0
E33032559,272,0,0,9,0,0,30,77,27,23,6,10,11,9,23,2,6,12,27,0,0
E33032560,431,1,0,22,1,4,86,24,27,14,16,15,10,64,112,3,8,12,12,0,0
E33032561,395,0,0,6,2,1,45,21,20,11,16,19,4,33,13,16,106,61,19,2,0
E33032562,354,1,0,10,0,5,61,40,19,13,20,24,6,56,20,6,29,23,20,1,0
E33032563,508,0,1,9,1,0,74,22,26,70,74,3,4,24,16,10,140,20,13,1,0
E33032564,424,0,0,10,0,2,46,65,34,97,11,16,28,26,10,3,14,22,40,0,0
E33032565,321,0,0,14,1,0,69,61,31,19,14,5,2,12,8,3,13,41,27,1,0
E33032566,317,0,0,9,2,7,54,22,13,5,12,4,1,33,23,2,88,28,14,0,0
E33032567,537,1,0,15,1,4,163,36,42,13,34,29,5,21,50,16,47,30,29,1,0
E33032568,387,0,1,11,3,0,101,16,33,7,38,13,7,20,14,15,60,31,15,2,0
E33032569,405,0,0,8,0,1,64,23,23,17,15,7,5,12,15,7,17,179,11,1,0
E33032570,412,0,0,24,2,2,79,62,78,8,16,9,2,18,36,7,15,24,30,0,0
E33032571,400,0,0,17,2,1,35,21,7,8,27,43,1,17,18,101,79,8,15,0,0
E33032572,258,0,0,12,0,1,34,64,8,5,9,5,1,10,10,8,31,51,9,0,0
E33032573,541,0,0,8,1,0,17,42,14,64,4,7,0,21,14,4,271,16,58,0,0
E33032574,285,0,0,7,2,0,49,57,12,27,8,7,6,35,12,38,5,8,10,2,0
E33032575,435,0,0,18,2,1,113,53,11,33,12,13,5,20,24,4,52,49,25,0,0
E33032576,365,0,0,8,7,0,9,38,5,30,9,8,4,98,43,0,48,40,18,0,0
E33032577,450,1,0,16,0,0,57,32,2,5,11,6,2,9,16,2,189,81,20,1,0
E33032578,451,0,0,2,0,0,36,9,10,15,12,4,6,62,51,66,16,156,6,0,0
E33032579,457,0,1,11,0,0,48,56,27,22,48,27,13,32,34,9,17,61,50,1,0
E33032580,370,0,0,14,2,1,81,40,24,5,37,17,7,39,19,11,20,29,24,0,0
E33032581,507,1,0,7,4,0,83,21,14,16,14,12,4,25,15,5,237,29,18,2,0
E33032582,439,1,0,12,2,4,79,30,8,51,8,4,27,38,25,22,75,35,17,1,0
E33032583,267,0,0,13,3,1,27,24,6,2,14,6,10,28,8,56,21,29,19,0,0
E33032584,374,0,0,15,2,1,94,37,28,9,22,11,5,21,32,14,21,36,23,3,0
E33032585,742,0,0,87,1,1,107,218,17,14,9,54,10,14,23,8,49,60,67,2,1
E33032586,471,13,0,19,12,5,112,50,6,11,11,14,1,23,23,1,70,55,45,0,0
E33036817,798,1,0,28,2,3,213,88,56,24,26,16,8,28,37,14,121,92,39,2,0
E33029146,816,1,0,326,1,10,34,232,19,61,6,7,7,18,63,4,7,6,14,0,0
E33029147,469,2,0,79,0,3,165,53,67,7,8,4,3,30,35,2,5,5,1,0,0
E33029148,341,0,1,9,1,0,30,48,15,6,89,1,0,47,58,2,5,15,14,0,0
E33029149,570,0,0,7,0,1,14,6,9,10,13,7,1,27,21,380,27,32,14,1,0
E33029150,301,0,0,2,0,0,15,36,7,34,5,8,17,9,9,5,71,62,18,2,1
E33029151,782,0,1,5,0,0,7,593,16,22,1,15,22,3,10,8,5,64,10,0,0
E33029152,336,0,0,27,0,0,64,89,24,21,15,5,2,21,41,0,12,4,11,0,0
E33029153,375,0,0,173,2,1,17,72,3,8,14,1,2,14,11,3,50,2,2,0,0
E33029154,460,0,1,66,0,1,15,279,11,7,18,1,0,7,14,3,10,8,19,0,0
E33029155,395,0,0,22,0,0,65,121,64,11,24,4,6,33,14,1,2,18,10,0,0
E33029156,349,0,0,64,0,1,51,107,49,42,0,1,3,1,6,0,2,14,8,0,0
E33029157,410,0,0,33,14,11,20,100,21,7,85,10,1,21,24,5,12,11,34,1,0
E33029158,396,0,0,157,4,0,14,122,8,33,13,10,0,6,12,0,1,4,10,2,0
E33029159,535,0,0,52,0,1,103,169,14,44,11,13,16,25,38,4,15,4,25,1,0
E33029160,867,0,0,9,0,0,9,43,4,22,168,4,4,158,94,7,195,57,91,0,2
E33029161,484,0,0,7,0,0,29,37,22,48,18,4,15,18,13,201,11,21,40,0,0
E33029162,505,0,0,25,0,0,31,91,21,24,11,3,7,24,17,2,8,209,32,0,0
E33029163,492,1,1,24,0,0,40,170,32,52,15,6,6,50,35,4,7,28,21,0,0
E33029164,639,1,1,10,0,8,25,149,381,21,2,2,0,2,15,6,4,6,6,0,0
E33029165,384,0,0,31,2,50,44,60,145,1,2,3,2,10,23,4,2,1,4,0,0
E33029166,629,0,0,4,1,0,6,519,23,6,3,6,0,5,14,2,23,16,1,0,0
E33029167,678,0,0,1,1,2,5,15,130,8,17,6,3,14,18,76,19,351,12,0,0
E33029168,165,0,0,31,0,0,24,80,4,0,0,2,1,6,5,2,2,3,5,0,0
E33029169,1019,0,0,12,4,1,83,29,26,42,61,5,30,48,140,377,67,79,14,0,1
E33029170,777,1,0,222,0,3,169,167,43,85,6,6,2,8,35,8,3,8,11,0,0
E33029171,751,0,0,108,0,3,16,484,47,31,14,3,2,8,5,2,1,12,15,0,0
E33029172,261,0,0,27,0,1,38,29,48,10,1,2,0,2,57,43,1,2,0,0,0
E33029173,379,0,0,25,0,11,18,236,21,8,14,2,1,14,12,0,2,4,10,0,1
E33029174,280,0,0,6,0,0,8,14,16,8,2,1,0,51,16,16,17,120,3,2,0
E33029175,647,0,0,4,0,0,9,12,7,5,8,2,2,6,7,570,2,6,7,0,0
E33029176,478,0,0,7,1,2,17,62,236,12,9,4,2,4,23,2,62,24,7,4,0
E33029177,309,0,0,4,0,0,4,5,2,10,3,2,3,1,8,3,177,32,54,1,0
E33031785,413,0,0,4,0,0,2,21,232,16,3,2,2,2,13,6,98,5,7,0,0
E33031786,1320,3,0,730,0,2,22,150,41,153,11,26,3,21,107,4,20,15,11,1,0
E33031787,484,0,0,24,0,0,5,336,3,39,26,4,3,8,24,3,0,5,4,0,0
E33031788,1185,1,0,13,1,0,15,41,10,37,7,12,2,8,49,16,19,950,3,0,1
E33031789,316,0,0,78,0,6,83,59,50,4,6,1,0,8,10,2,0,9,0,0,0
E33031790,310,0,0,37,0,0,48,38,4,16,12,3,0,136,4,3,2,3,4,0,0
E33031791,366,0,0,30,0,1,77,80,95,6,14,1,2,9,36,2,1,3,9,0,0
E33031792,1471,1,2,457,4,1,40,344,329,78,21,7,3,28,58,3,13,66,12,4,0
E33031793,677,0,0,301,0,0,5,92,162,43,16,5,2,12,18,3,2,9,7,0,0
E33031794,363,0,0,61,0,0,114,63,9,24,18,1,4,17,37,2,3,3,6,0,1
E33031795,729,0,0,151,0,27,91,144,59,57,88,1,2,7,52,24,19,4,1,1,1
E33031796,270,0,0,35,0,0,24,145,17,6,4,1,1,5,14,1,0,3,14,0,0
E33031797,464,0,0,18,0,0,4,159,182,9,24,2,4,26,11,2,4,13,6,0,0
E33031798,241,0,0,8,1,0,24,78,21,6,10,2,7,13,26,0,36,7,2,0,0
E33031799,445,0,0,6,0,0,18,354,7,12,2,4,1,5,8,1,5,7,15,0,0
E33031800,345,0,0,87,0,1,45,127,11,10,3,1,0,22,29,4,3,1,1,0,0
E33031801,337,0,1,1,0,3,10,19,34,4,3,9,1,4,104,131,1,0,11,1,0
E33031802,309,0,0,17,0,0,21,193,5,26,7,0,0,6,5,2,6,17,4,0,0
E33031803,667,0,0,132,0,135,33,154,29,20,11,34,9,17,47,6,25,6,7,0,2
E33031804,294,0,0,38,1,7,13,102,18,9,32,6,0,34,8,1,10,0,15,0,0
E33031805,432,1,0,13,16,0,12,15,3,31,0,3,1,56,69,6,46,146,13,0,1
E33031806,705,0,0,2,0,1,42,15,7,10,116,4,380,25,22,11,3,36,31,0,0
E33031807,1536,0,0,7,0,2,73,90,104,290,21,25,105,68,95,147,31,139,337,1,1
E33031808,912,0,0,93,0,3,216,475,26,20,4,4,4,14,12,6,7,12,16,0,0
E33031809,4822,0,1,31,0,2,26,75,26,115,16,38,11,213,85,56,76,3985,62,0,4
E33032587,434,0,0,15,0,0,129,27,18,12,16,5,5,15,29,6,134,13,8,2,0
E33032588,516,0,0,18,0,3,146,89,30,21,31,12,9,33,48,4,26,28,13,3,2
E33032589,376,0,0,13,0,1,109,54,16,17,11,18,5,28,17,5,14,29,39,0,0
E33032590,345,0,0,4,0,0,50,12,11,4,9,6,16,16,16,13,153,25,9,1,0
E33032591,885,2,0,22,0,5,69,495,13,24,22,21,3,43,14,11,11,113,15,2,0
E33032592,382,0,0,6,1,8,102,26,29,17,15,11,5,47,22,1,66,14,11,1,0
E33032593,682,1,0,21,42,6,45,217,29,5,77,8,4,23,26,8,138,20,8,4,0
E33032594,810,0,0,30,2,0,90,172,51,76,29,32,16,28,40,44,81,86,31,2,0
E33032595,587,0,0,9,0,2,159,102,23,32,14,8,1,24,44,10,66,68,21,3,1
E33032596,371,0,0,2,0,1,77,80,10,18,20,4,1,19,22,5,24,77,9,2,0
E33032597,358,0,2,9,0,1,75,39,17,16,13,8,7,37,15,8,22,74,13,1,1
E33032598,306,0,0,8,0,0,56,43,21,33,6,21,0,10,42,1,12,41,10,2,0
E33032599,622,0,0,3,2,0,51,32,8,18,7,5,3,11,22,9,431,11,8,1,0
E33032600,556,0,0,9,0,1,76,17,13,25,13,9,5,21,16,3,299,23,23,2,1
E33032601,439,0,0,15,1,1,50,97,5,57,14,40,19,35,17,9,15,14,47,3,0
E33032602,607,0,0,15,0,0,87,156,39,49,18,69,8,35,33,3,11,55,24,5,0
E33032603,347,0,0,3,0,0,27,29,6,9,18,10,7,23,8,3,170,17,16,1,0
E33032604,506,0,1,11,1,0,80,56,20,16,29,17,11,52,27,11,108,39,23,4,0
E33032605,494,0,1,14,0,1,45,53,7,39,8,12,21,49,33,1,27,149,33,1,0
E33032606,579,0,0,20,0,0,38,191,10,24,19,27,19,50,33,14,19,89,22,4,0
E33032607,432,0,0,10,0,2,151,54,22,27,12,8,2,30,47,4,17,2,39,4,1
E33032608,444,0,0,15,5,0,132,38,26,13,39,2,1,21,35,10,51,32,22,1,1
E33032609,467,0,0,34,1,0,105,118,13,14,20,12,22,24,33,3,26,27,14,1,0
E33032610,394,0,0,63,0,20,64,123,9,19,8,11,4,16,14,7,15,11,8,2,0
E33032611,287,0,0,7,1,2,40,31,7,16,5,3,0,11,12,6,92,42,12,0,0
E33032612,657,0,0,7,0,0,48,16,9,27,8,3,4,12,22,10,460,23,7,1,0
E33032613,331,0,0,6,3,3,53,24,9,17,13,6,5,13,22,5,11,119,20,2,0
E33032614,417,0,0,13,3,0,86,55,14,12,19,12,26,67,24,4,18,35,29,0,0
E33032615,456,3,0,19,1,0,98,58,26,21,34,12,5,43,38,9,31,29,24,4,1
E33032616,477,0,0,48,5,1,92,90,24,23,32,17,13,28,26,9,17,28,20,3,1
E33032617,419,0,2,9,0,1,102,28,15,7,21,11,7,31,21,5,119,26,12,2,0
E33032618,419,0,0,7,0,0,77,99,41,41,12,18,18,23,28,9,9,18,17,2,0
E33032619,485,0,0,10,1,9,107,73,42,15,34,15,5,31,36,6,20,50,26,4,1
E33032620,972,1,0,84,1,4,58,419,138,8,19,6,9,38,56,13,18,86,14,0,0
E33032621,344,0,0,14,1,0,73,28,8,9,24,10,6,22,19,5,86,29,8,1,1
E33032622,574,0,0,7,1,0,24,47,10,35,17,11,9,38,17,5,279,47,24,3,0
E33032623,352,0,0,6,1,1,42,42,15,18,27,10,19,35,21,9,20,72,14,0,0
E33032624,318,0,0,11,1,0,43,55,23,10,18,16,5,23,15,4,37,45,10,2,0
E33032625,414,0,0,11,0,0,40,28,19,16,22,6,4,20,25,14,82,110,15,2,0
E33032626,373,0,0,9,1,1,88,39,25,16,17,13,11,30,26,12,18,50,14,3,0
E33032627,374,0,0,13,0,0,54,65,19,25,14,4,3,17,30,15,34,65,13,2,1
E33032628,276,0,0,7,2,0,70,28,10,7,7,4,2,15,12,5,50,46,11,0,0
E33032629,514,0,0,11,0,1,118,28,17,26,11,5,3,11,35,3,201,29,11,2,2
E33032630,629,0,0,100,2,1,119,196,18,41,11,6,3,33,41,5,18,19,15,0,1
E33032631,565,0,0,24,0,0,190,62,37,17,15,6,3,26,77,4,59,19,22,4,0
E33032632,690,1,1,9,3,0,125,33,27,40,26,13,13,29,36,8,254,38,30,3,1
E33032633,1098,4,0,35,1,1,106,90,643,32,11,4,5,22,32,11,37,40,23,1,0
E33032634,446,0,0,67,0,0,91,91,24,20,15,2,3,26,30,3,16,28,24,6,0
E33032635,475,1,0,17,0,0,66,38,19,13,24,8,5,17,30,6,144,66,19,2,0
E33032636,557,0,0,8,0,0,46,37,11,17,18,10,7,21,27,5,256,76,12,5,1
E33032637,389,1,0,10,2,0,56,45,8,17,11,11,5,42,24,3,52,71,27,4,0
E33032638,390,0,0,5,0,1,29,18,143,12,16,0,0,6,18,86,4,46,6,0,0
E33032639,478,2,0,25,1,0,59,106,17,33,13,16,18,30,47,24,11,35,37,3,1
E33032640,512,0,1,30,1,1,105,77,26,30,13,16,6,24,53,3,40,55,30,1,0
E33032641,409,0,0,3,1,1,37,30,20,20,7,14,9,27,13,16,30,114,64,1,2
E33032642,607,0,0,14,0,0,52,84,22,22,13,7,15,46,32,6,230,48,16,0,0
E33032643,423,0,0,9,1,0,90,56,14,19,12,9,5,24,39,5,62,60,13,5,0
E33032644,368,0,0,7,0,0,61,88,38,36,3,8,10,18,28,8,7,13,41,1,1
E33032645,1126,0,0,55,3,9,107,48,43,41,14,11,6,20,52,15,563,99,37,3,0
E33032646,414,0,0,10,1,1,123,54,11,14,13,3,7,12,42,3,74,32,14,0,0
E33032647,578,0,0,42,0,29,91,22,262,8,9,4,2,13,53,5,9,20,7,2,0
E33032648,459,0,0,14,0,3,134,54,44,36,11,1,11,20,73,2,7,26,17,6,0
E33032649,342,1,1,10,0,1,57,15,15,12,25,14,4,33,22,1,76,25,28,2,0
